Post ID,Platform,Post Date,Content Type,Impressions,Reach,Likes,Comments,Shares,Engagement Rate %,Engagement Rate,Content Type,Total Shares,Engagement Rate
POST-60268,Twitter,05/15/2025,Text,"15,615","13,350",146,15,260,3.15%,2.70%,,,
POST-60269,LinkedIn,04/27/2024,Image,"14,552","11,582",469,154,139,6.58%,5.24%,,,
POST-60270,Facebook,07/25/2025,Image,"3,215","1,257",34,3,16,4.22%,1.65%,,,
POST-60271,Twitter,01/03/2024,Image,"22,166","13,317",280,50,213,4.08%,2.45%,,,
POST-60272,TikTok,08/25/2025,Reel,"115,946","37,187","3,976",509,"1,040",14.86%,4.77%,,,
POST-60273,Twitter,12/05/2024,Video,"49,795","40,622",928,63,119,2.73%,2.23%,,,
POST-60274,Facebook,11/15/2025,Image,"21,275","11,159",223,149,244,5.52%,2.90%,,,
POST-60275,TikTok,10/14/2025,Video,"249,153","111,826","9,278","2,328","2,336",12.47%,5.60%,,,
POST-60276,TikTok,02/04/2024,Reel,"479,116","244,474","29,116","1,302","5,281",14.60%,7.45%,,,
POST-60277,Facebook,06/22/2024,Carousel,"1,917",751,26,4,15,5.99%,2.35%,,,
POST-60278,LinkedIn,04/04/2025,Text,"14,624","7,922",238,76,99,5.21%,2.82%,,,
POST-60279,TikTok,03/22/2025,Video,"171,936","96,477","4,349","2,652","1,481",8.79%,4.93%,,,
POST-60280,TikTok,03/31/2024,Reel,"267,265","129,762","4,658","3,705","1,986",7.98%,3.87%,,,
POST-60281,Facebook,11/26/2025,Carousel,"15,655","8,593",328,153,116,6.95%,3.81%,,,
POST-60282,Facebook,12/07/2024,Video,"50,893","32,443",580,105,827,4.66%,2.97%,,,
POST-60283,TikTok,08/08/2024,Video,"124,057","43,671","5,159",598,"1,119",15.75%,5.54%,,,
POST-60284,TikTok,09/15/2024,Reel,"317,606","204,299","6,349","5,077","3,835",7.47%,4.81%,,,
POST-60285,TikTok,08/17/2024,Reel,"130,990","74,173","7,846",583,"1,506",13.39%,7.58%,,,
POST-60286,Instagram,02/23/2024,Video,"19,221","8,063",629,38,17,8.48%,3.56%,,,
POST-60287,Instagram,06/11/2024,Video,"48,127","28,544",692,260,141,3.83%,2.27%,,,
POST-60288,Facebook,09/29/2024,Carousel,"20,600","7,910",300,120,167,7.42%,2.85%,,,
POST-60289,TikTok,03/25/2024,Reel,"267,250","160,414","16,606","2,210","6,744",15.93%,9.56%,,,
POST-60290,Twitter,12/09/2025,Video,"65,898","58,771",667,59,"1,074",3.06%,2.73%,,,
POST-60291,TikTok,07/13/2024,Reel,"162,631","81,462","9,603","1,326","1,988",15.86%,7.94%,,,
POST-60292,TikTok,03/18/2025,Video,"335,925","206,102","22,794","4,283","6,109",16.10%,9.88%,,,
POST-60293,TikTok,04/19/2025,Reel,"327,720","113,540","10,924","1,235","2,980",13.33%,4.62%,,,
POST-60294,TikTok,08/25/2024,Video,"264,001","115,285","4,168","2,054","4,790",9.55%,4.17%,,,
POST-60295,LinkedIn,02/03/2024,Text,"8,569","5,583",211,114,20,6.18%,4.03%,,,
POST-60296,TikTok,05/24/2025,Reel,"234,440","94,642","4,690","1,249","1,602",7.97%,3.22%,,,
POST-60297,Instagram,10/10/2025,Video,"21,886","12,065",810,125,31,8.01%,4.41%,,,
POST-60298,Instagram,04/15/2024,Carousel,"46,055","30,899",925,408,128,4.73%,3.17%,,,
POST-60299,LinkedIn,02/14/2024,Video,"32,987","20,391",898,496,105,7.35%,4.54%,,,
POST-60300,Instagram,09/19/2024,Image,"19,452","12,056",928,152,26,9.17%,5.69%,,,
POST-60301,Facebook,01/06/2024,Video,"39,173","14,507",674,179,428,8.83%,3.27%,,,
POST-60302,Twitter,12/25/2025,Video,"7,902","6,279",145,34,106,4.54%,3.61%,,,
POST-60303,TikTok,07/18/2025,Video,"179,612","121,236","13,155","2,428","1,907",14.43%,9.74%,,,
POST-60304,LinkedIn,12/07/2025,Image,"13,777","10,680",458,101,126,6.41%,4.97%,,,
POST-60305,Instagram,01/28/2024,Video,"21,373","11,115",472,31,34,4.83%,2.51%,,,
POST-60306,Facebook,02/24/2025,Video,"17,863","6,969",286,48,141,6.82%,2.66%,,,
POST-60307,Twitter,08/04/2024,Image,805,681,13,0,12,3.67%,3.11%,,,
POST-60308,Facebook,02/24/2024,Text,"22,335","7,481",117,51,202,4.95%,1.66%,,,
POST-60309,LinkedIn,01/30/2024,Video,"21,766","17,113",572,249,239,6.19%,4.87%,,,
POST-60310,TikTok,12/12/2025,Reel,"221,514","79,009","4,522",723,"3,424",10.97%,3.91%,,,
POST-60311,TikTok,04/21/2024,Video,"486,111","244,556","28,634","6,389","6,666",17.05%,8.58%,,,
POST-60312,Instagram,10/16/2024,Reel,"25,657","12,582",378,143,70,4.70%,2.30%,,,
POST-60313,TikTok,10/25/2025,Reel,"217,580","151,146","8,855","3,232","3,214",10.12%,7.03%,,,
POST-60314,Instagram,11/11/2024,Carousel,"34,200","16,557",538,120,128,4.75%,2.30%,,,
POST-60315,Facebook,01/12/2025,Image,"3,795","1,430",25,17,35,5.38%,2.03%,,,
POST-60316,Instagram,09/21/2024,Reel,"94,750","68,512","2,924",257,590,5.50%,3.98%,,,
POST-60317,TikTok,04/16/2025,Reel,"306,186","114,749","11,613","2,656","1,592",13.82%,5.18%,,,
POST-60318,Twitter,12/23/2024,Text,"13,381","11,208",181,44,92,2.83%,2.37%,,,
POST-60319,Twitter,07/22/2024,Text,"4,088","2,737",22,14,35,2.59%,1.74%,,,
POST-60320,TikTok,02/05/2025,Video,"5,598","3,682",386,49,103,14.61%,9.61%,,,
POST-60321,TikTok,04/15/2025,Video,"306,705","134,992","9,568","3,423","4,805",13.18%,5.80%,,,
POST-60322,LinkedIn,09/15/2025,Video,"30,792","12,851",505,316,165,7.67%,3.20%,,,
POST-60323,Instagram,03/30/2025,Reel,"73,153","56,905","1,484",708,160,4.13%,3.22%,,,
POST-60324,Facebook,11/28/2024,Image,"10,732","3,373",123,36,44,6.02%,1.89%,,,
POST-60325,Instagram,09/11/2024,Video,"93,195","60,976","3,788",358,80,6.93%,4.53%,,,
POST-60326,LinkedIn,04/04/2024,Image,"17,412","7,956",294,74,45,5.19%,2.37%,,,
POST-60327,Instagram,03/17/2025,Carousel,"25,766","17,472",398,35,33,2.67%,1.81%,,,
POST-60328,LinkedIn,04/05/2025,Carousel,"21,648","14,255",236,212,114,3.94%,2.60%,,,
POST-60329,Facebook,10/08/2025,Carousel,"19,688","9,234",144,38,143,3.52%,1.65%,,,
POST-60330,Facebook,11/21/2025,Text,"8,513","5,731",225,19,32,4.82%,3.24%,,,
POST-60331,TikTok,10/26/2024,Reel,"316,751","111,513","8,271","2,148","5,564",14.33%,5.05%,,,
POST-60332,LinkedIn,11/06/2024,Text,"10,552","7,876",129,174,50,4.48%,3.35%,,,
POST-60333,LinkedIn,11/12/2025,Carousel,"19,145","14,594",481,185,191,5.87%,4.48%,,,
POST-60334,Facebook,04/17/2024,Carousel,"9,138","4,166",199,16,57,6.53%,2.98%,,,
POST-60335,Facebook,08/20/2025,Carousel,"11,044","5,138",96,25,126,4.81%,2.24%,,,
POST-60336,Twitter,09/09/2025,Text,"12,620","6,694",170,35,66,4.05%,2.15%,,,
POST-60337,TikTok,10/18/2025,Video,"247,191","128,198","5,433","2,339","2,598",8.09%,4.20%,,,
POST-60338,LinkedIn,10/22/2025,Carousel,"31,709","25,229","1,330",383,261,7.82%,6.23%,,,
POST-60339,Facebook,06/09/2024,Text,"29,217","17,521",533,125,231,5.07%,3.04%,,,
POST-60340,Instagram,03/28/2025,Image,"8,066","4,863",215,20,17,5.18%,3.12%,,,
POST-60341,TikTok,12/11/2025,Video,"264,047","81,476","3,479",618,"2,604",8.22%,2.54%,,,
POST-60342,LinkedIn,11/14/2024,Image,"13,164","10,464",408,208,78,6.63%,5.27%,,,
POST-60343,TikTok,05/07/2025,Reel,"56,416","35,535","3,399","1,056","1,427",16.55%,10.43%,,,
POST-60344,Facebook,04/08/2024,Image,"28,841","15,199",437,62,345,5.55%,2.93%,,,
POST-60345,TikTok,02/15/2025,Reel,"214,985","119,268","6,728","1,472","5,666",11.63%,6.45%,,,
POST-60346,Facebook,04/28/2024,Carousel,"31,504","10,696",231,128,219,5.40%,1.83%,,,
POST-60347,TikTok,06/26/2024,Reel,"102,103","54,662","2,050",308,"1,227",6.56%,3.51%,,,
POST-60348,Twitter,10/12/2025,Text,"19,717","14,350",404,78,69,3.84%,2.79%,,,
POST-60349,Instagram,09/10/2024,Carousel,"7,459","4,885",118,27,33,3.64%,2.39%,,,
POST-60350,Twitter,03/06/2025,Image,"22,811","18,298",108,101,201,2.24%,1.80%,,,
POST-60351,Instagram,01/04/2025,Carousel,"73,989","54,712","1,906",183,526,4.78%,3.53%,,,
POST-60352,LinkedIn,02/23/2025,Video,"2,343","1,773",62,23,8,5.25%,3.97%,,,
POST-60353,Instagram,06/06/2025,Carousel,"66,048","36,305","1,924",108,339,6.53%,3.59%,,,
POST-60354,Instagram,05/07/2024,Carousel,"27,305","17,772",659,261,143,5.98%,3.89%,,,
POST-60355,TikTok,10/13/2024,Video,"361,953","125,768","4,600","3,755","4,516",10.23%,3.56%,,,
POST-60356,TikTok,09/20/2025,Video,"263,357","95,152","2,884","2,099","2,917",8.30%,3.00%,,,
POST-60357,Instagram,04/24/2024,Image,"23,966","17,467",901,248,73,7.00%,5.10%,,,
POST-60358,Instagram,03/13/2024,Carousel,"52,418","25,581",572,122,122,3.19%,1.56%,,,
POST-60359,Facebook,01/06/2024,Carousel,"31,576","10,027",190,74,116,3.79%,1.20%,,,
POST-60360,Instagram,10/02/2025,Reel,"87,496","66,728","2,518",635,565,5.57%,4.25%,,,
POST-60361,Instagram,10/17/2025,Reel,"43,720","34,730",779,414,346,4.43%,3.52%,,,
POST-60362,LinkedIn,12/23/2024,Image,"12,715","7,180",301,39,79,5.84%,3.30%,,,
POST-60363,TikTok,08/09/2024,Reel,"432,919","263,375","29,207","5,184","12,263",17.71%,10.78%,,,
POST-60364,Facebook,11/25/2025,Image,"18,210","9,939",359,152,64,5.79%,3.16%,,,
POST-60365,Facebook,07/12/2025,Image,"2,650","1,102",40,11,24,6.81%,2.83%,,,
POST-60366,TikTok,04/07/2025,Reel,"89,043","57,240","2,889",744,966,8.03%,5.16%,,,
POST-60367,Facebook,05/15/2025,Video,"32,036","18,733",743,277,110,6.03%,3.53%,,,
POST-60368,TikTok,04/23/2025,Reel,"162,673","75,395","7,190","1,831","2,015",14.64%,6.78%,,,
POST-60369,Instagram,09/28/2025,Video,"31,659","15,454",520,103,117,4.79%,2.34%,,,
POST-60370,TikTok,06/09/2025,Video,"280,772","95,901","8,535","2,589","1,470",13.13%,4.49%,,,
POST-60371,TikTok,07/23/2025,Video,"28,931","14,251","1,634",204,597,17.09%,8.42%,,,
POST-60372,TikTok,07/06/2024,Video,"48,646","15,711","1,465",141,499,13.40%,4.33%,,,
POST-60373,TikTok,10/01/2025,Reel,"185,450","104,771","11,675","1,750","5,190",17.77%,10.04%,,,
POST-60374,Instagram,11/01/2025,Image,"4,906","2,588",151,33,17,7.77%,4.10%,,,
POST-60375,Facebook,03/05/2024,Video,"85,302","32,381","1,051",160,503,5.29%,2.01%,,,
POST-60376,Facebook,03/27/2025,Video,"36,362","22,850",994,361,578,8.46%,5.32%,,,
POST-60377,Twitter,09/02/2024,Image,"19,564","14,673",312,19,39,2.52%,1.89%,,,
POST-60378,TikTok,01/24/2025,Reel,"142,015","97,331","11,113","2,751","3,416",17.75%,12.17%,,,
POST-60379,TikTok,01/29/2024,Video,"396,464","212,977","20,430","2,808","4,420",12.99%,6.98%,,,
POST-60380,Instagram,01/29/2024,Video,"65,239","26,279","1,270",138,249,6.31%,2.54%,,,
POST-60381,TikTok,12/16/2024,Video,"481,371","293,652","12,277","2,977","13,325",9.73%,5.94%,,,
POST-60382,LinkedIn,01/27/2025,Video,"33,792","18,124",615,436,149,6.62%,3.55%,,,
POST-60383,TikTok,07/05/2024,Reel,"273,471","103,519","3,885","2,204","4,347",10.08%,3.82%,,,
POST-60384,Instagram,12/20/2025,Image,"18,169","12,346",599,154,120,7.07%,4.80%,,,
POST-60385,TikTok,04/24/2025,Reel,"219,497","107,091","4,415","1,194","1,427",6.57%,3.21%,,,
POST-60386,LinkedIn,06/07/2025,Image,"9,396","6,993",331,161,55,7.82%,5.82%,,,
POST-60387,Instagram,10/12/2025,Image,"49,233","30,264","2,221",448,279,9.74%,5.99%,,,
POST-60388,Facebook,11/24/2025,Text,"12,764","6,001",157,55,76,4.80%,2.26%,,,
POST-60389,Instagram,06/08/2025,Carousel,"64,438","48,960","2,962",531,213,7.57%,5.75%,,,
POST-60390,Twitter,02/16/2025,Video,"18,371","16,355",376,28,65,2.87%,2.55%,,,
POST-60391,Instagram,11/29/2025,Reel,"32,912","20,778","1,433",190,55,8.08%,5.10%,,,
POST-60392,Facebook,08/26/2024,Image,"3,002","1,192",20,22,31,6.12%,2.43%,,,
POST-60393,Instagram,06/30/2024,Carousel,"32,223","20,809",652,263,160,5.17%,3.34%,,,
POST-60394,Instagram,06/17/2025,Carousel,"69,821","36,732",882,250,84,3.31%,1.74%,,,
POST-60395,Twitter,05/29/2024,Image,"12,511","6,678",169,42,126,5.05%,2.69%,,,
POST-60396,LinkedIn,01/11/2024,Image,"8,567","5,327",156,45,19,4.13%,2.57%,,,
POST-60397,Facebook,02/07/2025,Carousel,"31,744","14,540",478,203,290,6.68%,3.06%,,,
POST-60398,LinkedIn,02/14/2025,Image,"7,127","5,162",164,127,66,6.92%,5.01%,,,
POST-60399,LinkedIn,05/02/2025,Video,"21,322","15,829",310,374,89,4.88%,3.63%,,,
POST-60400,Twitter,03/10/2024,Video,"2,785","2,312",68,13,16,4.20%,3.48%,,,
POST-60401,Twitter,06/18/2025,Image,"6,106","3,287",57,26,41,3.77%,2.03%,,,
POST-60402,TikTok,08/21/2024,Video,"184,139","107,085","9,649","1,976","1,806",12.54%,7.29%,,,
POST-60403,LinkedIn,11/17/2025,Carousel,"26,764","10,706",440,206,40,6.41%,2.56%,,,
POST-60404,Twitter,10/22/2024,Video,"49,797","31,336",561,147,573,4.09%,2.57%,,,
POST-60405,Instagram,07/01/2025,Image,"35,525","25,161",893,251,47,4.73%,3.35%,,,
POST-60406,Instagram,07/27/2025,Video,"19,195","15,085","1,100",42,87,8.15%,6.40%,,,
POST-60407,TikTok,04/19/2024,Reel,"46,574","18,250",616,489,822,10.56%,4.14%,,,
POST-60408,Twitter,09/05/2024,Video,"11,288","9,803",183,71,172,4.35%,3.77%,,,
POST-60409,Instagram,11/16/2025,Carousel,"28,606","20,603","1,524",200,124,8.97%,6.46%,,,
POST-60410,Twitter,04/12/2025,Image,"14,074","12,291",200,83,116,3.25%,2.84%,,,
POST-60411,Facebook,11/21/2024,Video,"59,270","26,853",662,429,453,5.75%,2.61%,,,
POST-60412,Facebook,10/13/2025,Video,"75,915","40,960","1,949",534,352,6.92%,3.73%,,,
POST-60413,Instagram,08/19/2025,Video,"72,976","47,147","1,145",503,360,4.26%,2.75%,,,
POST-60414,Instagram,02/24/2025,Reel,"84,491","47,181","1,531",410,254,4.65%,2.60%,,,
POST-60415,Instagram,08/27/2024,Carousel,"41,900","25,392",557,158,145,3.39%,2.05%,,,
POST-60416,Instagram,10/20/2025,Carousel,"2,092","1,004",23,13,3,3.88%,1.86%,,,
POST-60417,TikTok,08/20/2024,Reel,"74,779","35,446","2,176","1,055","1,520",13.40%,6.35%,,,
POST-60418,LinkedIn,11/29/2024,Text,"9,916","7,511",307,78,100,6.46%,4.89%,,,
POST-60419,Facebook,02/03/2024,Text,"4,445","2,252",43,16,36,4.22%,2.14%,,,
POST-60420,Twitter,01/11/2025,Text,"22,072","19,403",308,40,356,3.63%,3.19%,,,
POST-60421,TikTok,05/15/2025,Reel,"30,790","15,756","1,096",467,541,13.35%,6.83%,,,
POST-60422,TikTok,03/19/2025,Video,"251,932","111,570","8,185","2,293","2,855",11.95%,5.29%,,,
POST-60423,Facebook,10/31/2024,Carousel,"30,992","20,919",603,409,243,6.00%,4.05%,,,
POST-60424,TikTok,10/14/2025,Reel,"143,707","79,032","9,168","2,327","3,788",19.34%,10.63%,,,
POST-60425,Twitter,07/28/2025,Image,"4,868","2,740",38,19,16,2.66%,1.50%,,,
POST-60426,Twitter,04/27/2024,Text,"21,535","12,055",361,29,205,4.94%,2.76%,,,
POST-60427,Instagram,06/21/2024,Video,"72,066","37,138",948,470,278,4.57%,2.35%,,,
POST-60428,Twitter,05/30/2025,Image,"24,044","17,053",370,101,184,3.84%,2.72%,,,
POST-60429,Instagram,03/31/2025,Video,"117,879","84,135","3,779",219,331,5.15%,3.67%,,,
POST-60430,Facebook,07/22/2025,Image,"14,346","9,357",141,163,79,4.09%,2.67%,,,
POST-60431,LinkedIn,02/06/2025,Image,"3,303","1,627",45,31,16,5.65%,2.79%,,,
POST-60432,Twitter,07/15/2024,Image,"7,765","5,378",111,15,26,2.83%,1.96%,,,
POST-60433,Facebook,02/17/2025,Carousel,"21,592","8,602",123,161,152,5.07%,2.02%,,,
POST-60434,Twitter,11/10/2025,Image,"13,531","11,061",55,40,183,2.51%,2.05%,,,
POST-60435,Instagram,05/18/2025,Reel,"87,545","56,804","3,480",778,443,8.28%,5.37%,,,
POST-60436,Instagram,09/19/2024,Reel,"30,509","19,164",769,216,43,5.36%,3.37%,,,
POST-60437,Instagram,12/03/2024,Carousel,"53,167","23,514","1,779",332,44,9.16%,4.05%,,,
POST-60438,Facebook,03/14/2024,Image,"22,118","10,636",350,171,189,6.68%,3.21%,,,
POST-60439,TikTok,06/25/2025,Reel,"6,518","4,208",456,113,50,14.71%,9.50%,,,
POST-60440,Instagram,12/17/2025,Carousel,"57,148","44,870","1,514",359,292,4.83%,3.79%,,,
POST-60441,Facebook,08/17/2024,Image,"9,102","5,221",83,19,36,2.64%,1.52%,,,
POST-60442,TikTok,10/10/2024,Reel,"392,291","211,695","17,800","3,874","5,323",12.75%,6.88%,,,
POST-60443,TikTok,09/14/2024,Reel,"82,125","30,012","2,121",621,"1,487",14.09%,5.15%,,,
POST-60444,TikTok,12/23/2025,Reel,"225,458","132,441","8,363","1,585","3,594",10.22%,6.01%,,,
POST-60445,Twitter,08/16/2024,Video,"31,441","22,917",633,99,79,3.54%,2.58%,,,
POST-60446,Instagram,11/02/2024,Carousel,"68,693","35,653",896,435,174,4.22%,2.19%,,,
POST-60447,TikTok,03/29/2024,Reel,"288,296","88,273","4,066","1,872","3,760",10.99%,3.36%,,,
POST-60448,Facebook,03/11/2025,Text,"1,023",695,30,9,12,7.34%,4.99%,,,
POST-60449,Twitter,01/02/2024,Video,"3,481","2,768",41,19,36,3.47%,2.76%,,,
POST-60450,LinkedIn,12/11/2025,Text,"18,614","13,525",446,168,149,5.64%,4.10%,,,
POST-60451,Twitter,09/23/2025,Video,"29,996","16,944",288,71,93,2.67%,1.51%,,,
POST-60452,Twitter,09/22/2025,Image,"5,854","3,519",68,7,60,3.84%,2.31%,,,
POST-60453,Facebook,07/07/2025,Text,"12,421","5,242",156,19,100,5.25%,2.21%,,,
POST-60454,Facebook,12/28/2024,Image,"26,906","16,471",544,158,240,5.72%,3.50%,,,
POST-60455,TikTok,08/14/2025,Reel,"328,225","141,102","4,621","3,283","1,763",6.85%,2.95%,,,
POST-60456,Instagram,01/22/2025,Image,"17,569","11,376",827,41,46,8.03%,5.20%,,,
POST-60457,Instagram,01/08/2025,Reel,"66,334","51,977","3,856",534,80,8.60%,6.74%,,,
POST-60458,LinkedIn,11/03/2024,Carousel,"19,570","15,430",681,176,156,6.57%,5.18%,,,
POST-60459,LinkedIn,05/07/2024,Text,"9,852","6,630",339,103,87,7.98%,5.37%,,,
POST-60460,Instagram,10/01/2025,Video,"92,161","40,403","2,368",102,87,6.33%,2.77%,,,
POST-60461,Facebook,03/20/2025,Text,"3,970","2,263",24,8,28,2.65%,1.51%,,,
POST-60462,TikTok,06/22/2025,Reel,"110,636","36,923","1,473",914,"1,165",9.62%,3.21%,,,
POST-60463,Instagram,02/28/2025,Reel,"52,965","21,319",616,180,147,4.42%,1.78%,,,
POST-60464,Twitter,07/17/2024,Video,"43,511","37,194",998,135,84,3.27%,2.80%,,,
POST-60465,TikTok,09/14/2025,Reel,"337,983","146,786","16,597","3,627","6,567",18.25%,7.93%,,,
POST-60466,TikTok,02/17/2024,Reel,"164,695","90,796","6,004",651,"3,479",11.16%,6.15%,,,
POST-60467,LinkedIn,02/15/2024,Carousel,"16,374","12,880",274,145,63,3.74%,2.94%,,,
POST-60468,TikTok,02/24/2024,Video,"459,458","319,894","38,021","7,712","11,817",17.99%,12.53%,,,
POST-60469,Facebook,08/25/2025,Image,"16,448","7,957",185,107,133,5.34%,2.58%,,,
POST-60470,LinkedIn,05/08/2025,Text,"7,337","5,366",81,112,59,4.70%,3.43%,,,
POST-60471,Twitter,03/20/2024,Text,"18,681","13,036",151,52,160,2.78%,1.94%,,,
POST-60472,Twitter,08/21/2024,Video,"37,918","24,272",469,158,465,4.50%,2.88%,,,
POST-60473,Twitter,03/25/2024,Video,"31,283","21,876",129,114,253,2.27%,1.59%,,,
POST-60474,TikTok,05/16/2024,Reel,"339,247","113,189","7,464","3,146","4,182",13.07%,4.36%,,,
POST-60475,Instagram,07/05/2024,Image,"8,981","3,952",155,56,27,6.02%,2.65%,,,
POST-60476,Twitter,10/08/2024,Image,"21,302","13,074",295,26,71,3.00%,1.84%,,,
POST-60477,Instagram,09/28/2024,Carousel,"69,216","42,538","1,645",611,409,6.26%,3.85%,,,
POST-60478,Instagram,01/17/2025,Reel,"71,167","40,636","2,428",337,81,7.00%,4.00%,,,
POST-60479,LinkedIn,11/30/2024,Image,"4,580","2,488",77,21,30,5.14%,2.79%,,,
POST-60480,Instagram,09/03/2024,Carousel,"25,003","12,041",780,113,55,7.87%,3.79%,,,
POST-60481,Instagram,09/12/2024,Carousel,"69,409","29,566","1,523",290,165,6.69%,2.85%,,,
POST-60482,Instagram,11/05/2025,Reel,"85,888","52,026","2,347",624,135,5.97%,3.62%,,,
POST-60483,Instagram,12/11/2025,Carousel,"60,250","31,771","1,907",219,79,6.94%,3.66%,,,
POST-60484,Twitter,01/26/2024,Text,"11,412","7,912",117,23,153,3.70%,2.57%,,,
POST-60485,Instagram,12/03/2025,Image,"8,581","5,323",190,14,9,4.00%,2.48%,,,
POST-60486,TikTok,08/06/2024,Reel,"87,881","60,405","4,517",667,"1,550",11.15%,7.66%,,,
POST-60487,LinkedIn,10/03/2024,Video,"15,417","8,696",290,111,100,5.76%,3.25%,,,
POST-60488,TikTok,09/29/2024,Reel,"185,847","121,043","11,183",626,"3,674",12.79%,8.33%,,,
POST-60489,LinkedIn,11/10/2024,Text,"10,745","5,956",195,89,28,5.24%,2.90%,,,
POST-60490,LinkedIn,11/26/2025,Image,"6,513","3,382",114,52,33,5.88%,3.06%,,,
POST-60491,TikTok,08/07/2025,Reel,"440,564","270,609","17,877","4,340","7,584",11.01%,6.76%,,,
POST-60492,TikTok,05/30/2024,Video,"322,006","167,484","9,198","4,109","6,734",11.97%,6.22%,,,
POST-60493,Twitter,04/03/2025,Image,"10,767","6,348",127,7,93,3.58%,2.11%,,,
POST-60494,Facebook,06/03/2025,Video,"36,770","17,441",330,230,269,4.75%,2.25%,,,
POST-60495,TikTok,03/14/2024,Video,"38,055","20,035","1,623",390,207,11.08%,5.83%,,,
POST-60496,Instagram,10/15/2024,Carousel,"51,958","30,967",878,85,54,3.28%,1.96%,,,
POST-60497,Instagram,03/15/2025,Video,"36,746","20,529","1,452",156,124,8.44%,4.71%,,,
POST-60498,Twitter,03/16/2025,Video,"12,875","7,526",69,19,40,1.70%,0.99%,,,
POST-60499,Facebook,09/26/2024,Video,"29,909","10,936",270,106,175,5.04%,1.84%,,,
POST-60500,TikTok,02/10/2024,Reel,"41,256","26,399","2,930",619,480,15.26%,9.77%,,,
POST-60501,LinkedIn,03/17/2025,Carousel,"9,610","7,236",115,116,68,4.13%,3.11%,,,
POST-60502,Twitter,01/10/2025,Image,"3,755","2,372",62,6,5,3.08%,1.94%,,,
POST-60503,LinkedIn,04/18/2025,Video,"38,598","19,145",389,219,243,4.45%,2.20%,,,
POST-60504,LinkedIn,02/17/2025,Image,"10,726","6,896",193,102,93,5.63%,3.62%,,,
POST-60505,Facebook,05/16/2025,Carousel,"37,289","16,958",800,75,162,6.12%,2.78%,,,
POST-60506,LinkedIn,07/07/2024,Video,"20,670","15,492",592,292,224,7.15%,5.36%,,,
POST-60507,Facebook,11/09/2024,Video,"30,297","12,985",141,45,217,3.10%,1.33%,,,
POST-60508,Instagram,09/12/2025,Carousel,"34,183","19,575","1,510",101,112,8.80%,5.04%,,,
POST-60509,Instagram,12/28/2025,Image,"44,261","21,082","1,483",251,161,8.99%,4.28%,,,
POST-60510,Facebook,09/26/2025,Video,"57,188","26,556",923,355,613,7.12%,3.31%,,,
POST-60511,Instagram,06/12/2025,Image,"18,096","11,803",328,41,25,3.34%,2.18%,,,
POST-60512,Twitter,04/14/2025,Video,"24,711","15,214",386,35,158,3.81%,2.34%,,,
POST-60513,Twitter,04/26/2025,Text,"6,773","4,868",133,13,28,3.57%,2.57%,,,
POST-60514,Instagram,03/09/2024,Image,"16,541","9,250",646,112,57,8.81%,4.93%,,,
POST-60515,TikTok,01/03/2025,Video,"237,159","128,305","14,732","2,455","2,936",15.68%,8.49%,,,
POST-60516,Instagram,03/16/2025,Image,"14,887","8,575",514,33,64,7.13%,4.10%,,,
POST-60517,Instagram,01/14/2024,Carousel,"11,666","8,813",694,84,32,9.19%,6.94%,,,
POST-60518,Instagram,01/27/2024,Video,"14,544","7,587",486,111,57,8.62%,4.50%,,,
POST-60519,Facebook,03/25/2025,Video,"58,879","23,183",884,413,186,6.40%,2.52%,,,
POST-60520,LinkedIn,12/07/2024,Text,"12,952","9,872",429,183,32,6.52%,4.97%,,,
POST-60521,Instagram,09/15/2025,Carousel,"58,263","25,374",811,348,67,4.83%,2.10%,,,
POST-60522,Instagram,10/17/2025,Video,"79,853","53,928","1,857",481,443,5.16%,3.48%,,,
POST-60523,Facebook,04/01/2024,Carousel,"7,562","4,153",57,55,51,3.92%,2.16%,,,
POST-60524,TikTok,05/14/2025,Reel,"85,442","26,782","1,735",170,785,10.04%,3.15%,,,
POST-60525,Instagram,05/07/2025,Reel,"92,991","71,950","2,726",804,495,5.59%,4.33%,,,
POST-60526,TikTok,10/22/2024,Reel,"301,112","200,204","8,580","5,836","9,983",12.19%,8.10%,,,
POST-60527,Facebook,06/03/2025,Video,"34,405","22,484",344,407,636,6.17%,4.03%,,,
POST-60528,Facebook,10/22/2025,Video,731,238,8,2,4,5.88%,1.92%,,,
POST-60529,TikTok,06/06/2025,Video,"120,386","56,351","5,671",479,"2,188",14.80%,6.93%,,,
POST-60530,Instagram,09/03/2024,Video,"62,072","27,597","1,429",260,97,6.47%,2.88%,,,
POST-60531,LinkedIn,05/12/2024,Carousel,"21,231","9,493",166,127,103,4.17%,1.87%,,,
POST-60532,Twitter,01/25/2025,Text,"24,799","14,219",159,107,50,2.22%,1.27%,,,
POST-60533,Facebook,01/17/2024,Video,"3,061","1,290",63,7,28,7.60%,3.20%,,,
POST-60534,TikTok,03/12/2025,Reel,"340,043","161,330","7,093","2,464","5,353",9.24%,4.38%,,,
POST-60535,Twitter,03/08/2024,Video,"29,619","22,976",279,148,145,2.49%,1.93%,,,
POST-60536,TikTok,01/06/2025,Reel,"422,846","225,005","19,967","2,782","2,634",11.28%,6.00%,,,
POST-60537,Facebook,03/08/2025,Image,"27,037","11,583",294,180,235,6.12%,2.62%,,,
